00後	línglínghòu
𠔻	zhèng
䦛	zhèng
䱢	zhēng
鿇	zhēng
䏖	zhèn
㐱	zhěn
䳲	zhèn
䲴	zhèn
㓄	zhèn
𪜞	zhēn
䓆	zhé
䝃	zhé
䮰	zhé
䝕	zhé
㞏	zhí,jí
䱥	zhì,jì
䓡	zhī
の	zhī
㴛	zhì
𪗻	zhì
㩼	zhī
䱃	zhì
䲀	zhì
𨑨	zhì
𡠹	zhì
䦯	zhì
㜼	zhí
䭁	zhì
䵂	zhí
㨖	zhì
䳅	zhǐ,zhì
𠀐	zhōng
䱰	zhòng
𣱧	zhòng
䶇	zhòu
㑳	zhòu
㛩	zhóu
㨄	zhōu
𣕫	zhuàng
䶆	zhuī
𠄌	zhuì
䮓	zhuō,chào
㒂	zhuó,kù
䓬	zhuó
䐁	zhuó
䮕	zhuó
䶂	zhuó
㓸	zhuō
䬡	zhù
㑳	zhū
䮱	zhú
䭖	zhù
𪜋	zhǔ
䊷	zī
䰵	zī
𠂔	zǐ
䰌	zǒng,cōng
㙡	zōng
㚇	zōng
䑸	zōng
䰖	zuǎn
䮔	zuī
𪎇	zuó
䯿	zú,suì,zuì
𪘧	zú
䱣	zú
Z軸	zèi-zhóu
α射線	ā'ěrfǎ shèxiàn
α粒子	ā'ěrfā lìzǐ
α衰變	ā'ěrfā shuāibiàn
Β函數	bèitǎ hánshù
β粒子	bèitǎ lìzǐ
β-胡蘿蔔素	bèitǎ-húluóbosù
β衰變	bèitǎ shuāibiàn
Γ函數	jiāmǎ hánshù,gāmǎ hánshù
γ刀	伽mǎdāo
γ射線	伽mǎ shèxiàn
γ粒子	伽mǎ lìzǐ
γ衰變	jiāmǎ shuāibiàn
δ鍵	dé'ěrtǎ-jiàn,dài'ěrtǎ-jiàn,
λ點	lánbùdá-diǎn,lánmǔdá-diǎn
μ子	miùzǐ
π鍵	pài-jiàn,pāi-jiàn
σ鍵	xīgémǎ-jiàn
τ子	tàozǐ
φ鍵	fó'ài-jiàn,fúyī-jiàn
一	一
一一	一一
一丁點	一dīngdiǎn
一丁點兒	一dīngdiǎnr
一下	一xià
一下兒	一xiàr
一下兒	一xiàr
一下子	一xiàzi
一不做，二不休	yī 不 zuò, èr 不 xiū
一不小心	一bùxiǎoxīn
一不小心	一bùxiǎoxīn
一世	一shì
一丘之貉	一qiūzhīhé
一丟	一diū
一丟丟	一diūdiū
一中	yīzhōng
一中	一zhōng
一串紅	一chuànhóng
一……也……	yī yě
一乾二淨	一gān'èrjìng
一了百了	一liǎobǎiliǎo
一事無成	一shìwúchéng
一二	yī'èr
一二三四五，上山打老虎	yī èr sān sì wǔ, shàngshān dǎ lǎohǔ
一二八事變	Yī-Èrbā Shìbiàn
一五一十	yīwǔyīshí
一些	一xiē
一人	一rén
一人	一rén
一人之下，萬人之上	一rén zhī xià, wànrén zhī shàng
一人得道，雞犬升天	一réndédào, jīquǎnshēngtiān
一人樂隊	一rén yuèduì
一介不取	一jiè-不qǔ
一仍舊貫	一réng-jiùguàn
一代	一dài
一併	一bìng
一來	一lái
一來	一lái
一來	一lái
一例	一lì
一個	一ge
一個人	一gèrén
一個勁	一gè勁
一個勁兒	一ge勁r
一億	一yì
一元	一yuán
一元化	一yuánhuà
一元化	一yuánhuà
一元論	一yuánlùn
一共	一gòng
一再	一zài
一刀	一dāo
一刀兩斷	一dāoliǎngduàn
一刀切	一dāoqiē
一分	一fēn
一分為二	一fēnwéi'èr
一分耕耘，一分收穫	一 fēn gēngyún, 一 fēn shōuhuò
一分錢，一分貨	一 fēn qián, 一 fēn huò
一切	一qiè
一切	一qiè
一刻	一kè
一刻千金	一kèqiānjīn
一剎	一chà
一剎那	一chànà
一勞永逸	一láoyǒngyì
一千	一qiān
一半	一bàn
一半兒	一bànr
一卡通	一kǎtōng
一反常態	一fǎnchángtài
一口	一kǒu
一口	一kǒu
一口氣	一kǒuqì
一口氣	一kǒuqì
一句	一jù
一同	一tóng
一名	一míng
一吐為快	一tǔwéikuài
一向	一xiàng
一向	一xiàng
一味	一wèi
一呼百應	一hūbǎiyìng
一命	一mìng
一命嗚呼	一mìngwūhū
一哄而散	一hōng'érsàn
一員	一yuán
一哥	yīgē
一唱一和	一chàng一hè
一問一答	一wèn一dá
一問三不知	一 wèn sān 不zhī
一回	一huí
一回	一huí
一國兩制	一guóliǎngzhì
一圖流	一túliú
一團	一tuán
一團糟	一tuánzāo
一堆	一duī
一堆	一duī
一場空	一场kōng
一塊	一kuài
一塊	一kuài
一塊兒	一kuàir
一塌糊塗	一tāhútú,一tàhúdu
一塵不染	一chén不rǎn
一境	一jìng
一壘	yīlěi
一壘手	yīlěishǒu
一夜情	一yèqíng
一夥	一huǒ
一大截	一dàjié
一大早	一dàzǎo
一天	一tiān
一天到晚	一tiāndàowǎn
一夫	一fū
一夫一妻	一fū一qī
一夫一妻制	yīfūyīqīzhì
一夫多妻制	一fūduōqīzhì
一如	一rú
一如既往	一rújìwǎng
一孔之見	一kǒngzhījiàn
一字不易	一zì-不yì
一字千金	一zìqiānjīn
一字褒貶	一zì-bāobiǎn
一字馬	yīzìmǎ
一定	一dìng
一定	一dìng
一宮	一gōng
一家	一jiā
一家之主	一jiāzhīzhǔ
一家之言	一jiāzhīyán
一家人	一jiārén
一家大小	一jiā-dàxiǎo
一家老小	一jiā-lǎoxiǎo
一審	yīshěn
一對	一duì
一……就……	一jiù
一層	一céng
一山不容二虎	一 shān bùróng èr hǔ
一帆風順	一帆fēngshùn
一席之地	一xízhīdì
一席話	一xíhuà
一帶	一dài
一年一度	一nián一dù
一年之計在於春	一 nián zhī jì zàiyú chūn
一年半載	一niánbànzǎi
一度	一dù
一度	一dù
一廂情願	一xiāngqíngyuàn
一式貳份	一shì'èrfèn
一彪	一biāo
一往情深	一wǎngqíngshēn
一往無前	一wǎngwúqián
一往直前	一wǎngzhíqián
一律	一lǜ
一律	一lǜ
一心	一xīn
一心一意	一xīn一yì
一念之差	一niànzhīchā
一意	一yì
一意孤行	一yìgūxíng
一應	一yīng
一成	一chéng
一成	一chéng
一成不變	一chéng 不biàn
一戰	Yīzhàn
一手	一shǒu
一手	一shǒu
一手交錢，一手交貨	一shǒu jiāo qián, 一shǒu jiāo huò
一手托兩家	一shǒu tuō liǎngjiā
一手遮天	一shǒu zhē tiān
一打	一dá
一批	一pī
一技之長	一jìzhīcháng
一把	一bǎ
一把鼻涕一把淚	一bǎ bítì 一bǎ lèi
一拍即合	一pāijíhé
一掃而空	一sǎo'érkōng
一揆	一kuí
一擁而入	一擁'érrù
一擲千金	一擲qiānjīn
一敗塗地	一bàitúdì
一文不值	一wén不zhí
一斑	一bān
一新	一xīn
一方	一fāng
一方面	一fāngmiàn
一旁	一páng
一族	一zú
一日	一rì
一日一蘋果，醫生遠離我	一 rì 一 píngguǒ, yīshēng yuǎnlí wǒ
一日三秋	一rìsānqiū
一日不見，如隔三秋	一rì不jiàn, rúgésānqiū
一日千里	一rì qiānlǐ
一日為師，終身為父	一rì wéi shī, zhōngshēn wéi fù
一旦	一dàn
一早	一zǎo
一星	一xīng
一昧	一mèi
一時	一shí
一時	一shí
一時半會兒	一shíbànhuìr,一shíbànhuǐr
一時間	一shíjiān
一晃	一huàng
一晃	一huǎng
一晚	一wǎn
一曝十寒	一pù-shíhán
一會	一huì,一huǐ
一會……一會……	一huì...一huì...,一huǐ...一huǐ..
一會兒	一huìr,一huǐr
一會兒……一會兒……	一huìr...一huìr...,一huǐr...一huǐr..
一月	Yīyuè
一月份	Yīyuèfèn
一望	一wàng
一朝一夕	一zhāo一夕
一朝	一zhāo
一朝被蛇咬，十年怕井繩	一 zhāo bèi shé yǎo, shí nián pà jǐng shéng
一朝被蛇咬，十年怕草繩	一zhāo bèi shé yǎo, shínián pà cǎoshéng
一期	一期
一木難支	一mùnánzhī
一本	一běn
一本	一běn
一本正經	一běnzhèngjīng,一běnzhèngjǐng
一朵鮮花插在牛糞上	一 duǒ xiānhuā chā zài niúfèn shàng
一枝草，一點露	一 zhī cǎo, 一 diǎn lù
一條線	一tiáoxiàn
一概	一gài
一概而論	一gài'érlùn
一樓	yīlóu
一模一樣	一模一yàng
一樣	一yàng
一樣米養百樣人	一 yàng mǐ yǎng bǎi yàng rén
一次	一cì
一次	一cì
一次性	一cìxìng
一次方程	一cì fāngchéng
一次方程式	一cì fāngchéngshì
一歇	一xiē
一步一個腳印	一bù一ge jiǎoyìn
一步一回頭	一bù 一huítóu
一步	一bù
一步一瘸	一bù一qué
一步錯，步步錯	一 bù cuò, bù bù cuò
一毛不拔	一máo不bá
一氣	一qì
一氣	一qì
一氧化二氫	一yǎnghuà'èrqīng
一氧化碳	一yǎnghuàtàn
一氧化鉛	yīyǎnghuàqiān
一池三山	一chísānshān
一波三折	一bōsānzhé
一派胡言	一pàihúyán
一流	yīliú
一流	一liú
一清二楚	一qīng'èrchǔ
一無所有	yīwúsuǒyǒu
一無所獲	一wúsuǒhuò
一無所知	一wúsuǒzhī
一無是處	一wúshìchù
一片冰心	一piànbīngxīn
一物	一wù
一物剋一物	一wù kè 一wù
一生一世	一shēng一shì
一生	一shēng
一生受用不盡	一shēng shòuyòng 不jìn
一畝三分地	一mǔ sānfēndì
一番	一fān
一病不起	一bìng不qǐ
一瘸一拐	一qué一guǎi
一發不可收拾	一fā不kěshōushi
一百	一bǎi
一盞茶工夫	一zhǎn chá gōngfu,一zhǎn chá gōngfū
一盤散沙	一pánsǎnshā
一目	一mù
一目十行	一mùshíháng
一目瞭然	一mùliǎorán
一直	一zhí
一眼	一yǎn
一瞥	一piē
一瞬	一shùn
一瞬間	一shùnjiān
一知半解	一zhībànjiě
一石二鳥	一shí'èrniǎo
一碼歸一碼	一mǎ guī 一mǎ
一神教	一shénjiào
一神論	一shénlùn
一程	一chéng
一程	一chéng
一種	一zhǒng
一空	一kōng
一竅不通	一qiào不tōng
一站式	一zhànshì
一端	一duān
一笑置之	一xiàozhìzhī
一筆勾銷	一bǐgōuxiāo
一等	yīděng
一箭之地	一jiànzhīdì
一箭雙鵰	一jiànshuāngdiāo
一節	一jié
一簇	一cù
一籌莫展	一chóumòzhǎn
一粒老鼠屎，壞了一鍋粥	一 lì lǎoshǔshǐ, huài le 一guōzhōu
一系列	一xìliè
一紙空文	一zhǐkōngwén
一級方程式賽車	Yī-jí Fāngchéngshì Sàichē
一級棒	yījíbàng
一絕	一jué
一統	一tǒng
一統	一tǒng
一統天下	一tǒng tiānxià
一絲	一sī
一絲一毫	一sī一háo
一絲不掛	一sī不guà
一絲不苟	一sī不gǒu
一經	一jīng
一網打盡	一wǎngdǎjìn
一線	yīxiàn
一線	一xiàn
一線	一xiàn
一群	一qún
一義	一yì
一而二，二而一	yī ér èr, èr ér yī
一而再，再而三	yī ér zài, zài ér sān
一聲	yīshēng
一聲	一shēng
一聲不響	一shēng不xiǎng
一肚子	一dùzi
一肚子壞水	一dùzi huàishuǐ
一股	一gǔ
一股腦	一gǔnǎo
一股腦兒	一gǔnǎor
一胎化	一tāihuà
一腳高一腳低	一jiǎo gāo 一jiǎo dī
一臂之力	一bìzhīlì
一致	一zhì
一致	一zhì
一致	一zhì
一致	一zhì
一致性	一zhìxìng
一舉	一jǔ
一舉一動	一jǔ一dòng
一舉三得	一jǔsāndé
一舉兩得	一jǔliǎngdé
一般	一bān
一般	一bān
一般人	一bānrén
一般來說	一bān láishuō
一般性	一bānxìng
一般現在時	一bān xiànzàishí
一般而言	一bān'éryán
一般般	一bānbān
一色	一sè
一萬	一wàn
一落千丈	一luòqiānzhàng
一葉知秋	一yèzhīqiū
一處	一chù
一號	一hào
一號電池	yīhào diànchí
一行	一háng
一行	一xíng
一衣帶水	一yīdàishuǐ
一表人才	一biǎoréncái
一見	一jiàn
一見傾心	一jiànqīngxīn
一見鍾情	一jiànzhōngqíng
一視同仁	一shìtóngrén
一覽	一lǎn
一覽無遺	一lǎnwúyí
一覽無餘	一lǎnwúyú
一覽表	一lǎnbiǎo
一角	一jiǎo
一角鯨	一jiǎojīng
一觸即發	一chùjífā
一言	一yán
一言不發	一yán不fā
一言九鼎	一yán-jiǔdǐng
一言以蔽之	一yán yǐ bì zhī
一言堂	一yántáng
一言既出，駟馬難追	一yánjìchū, sìmǎnánzhuī
一言為定	一yánwéidìng
一言興邦	一yán xīngbāng
一語成讖	一yǔchéngchèn
一諾千金	一nuòqiānjīn
一貧如洗	一pínrúxǐ
一貫	一guàn
一貫	一guàn
一賜樂業教	一赐lèyèjiào
一起	一qǐ
一路	一lù
一路	一lù
一路	一lù
一路人	一lùrén
一路平安	一lù-píng'ān
一路走好	一lù zǒuhǎo
一路順風	一lù-shùnfēng
一路領先	一lù lǐngxiān
一蹴可幾	一cùkějī
一蹴而就	一cù'érjiù
一蹶不振	一jué不zhèn
一身	一shēn
一輩子	一bèizi
一輩子	一bèizi
一連	一lián
一連串	一liánchuàn
一週	一zhōu
一遍	一biàn
一過性	一guòxìng
一道	一dào
一邊	一biān
一邊	一biān
一邊……一邊……	一biān...一biān...
一邊倒	一biāndǎo
一邊倒政策	一biāndǎo zhèngcè
一邊兒	一biānr
一邊兒	一biānr
一部	一bù
一部分	一bùfen
一醉解千愁	一 zuì jiě qiān chóu
一針見血	一zhēnjiànxiě
一錘子買賣	一 chuízi mǎimai
一錘定音	一chuídìngyīn
一鍋端	一guōduān
一鍋粥	一guōzhōu
一長一短	一cháng一duǎn
一門式	一ménshì
一關	一guān
一陣	一zhèn
一陣青一陣白	一zhèn qīng 一zhèn bái
一陣風	一zhènfēng
一陣風	一zhènfēng
一雙	一shuāng
一面	一miàn
一面	一miàn
一面……一面……	一miàn ... 一miàn ...
一面之交	一miànzhījiāo
一頭	一tóu
一頭	一tóu
一頭熱	一tóurè
一頭霧水	一tóuwùshuǐ
一顆賽艇	一kēsàitǐng
一飲一啄，莫非前定	一yǐn一zhuó, mòfēiqiándìng
一馬平川	一mǎpíngchuān
一馬當先	一mǎdāngxiān
一驚	一jīng
一體	一tǐ
一體	一tǐ
一體化	一tǐhuà
一體化	一tǐhuà
一鳴驚人	一míng jīngrén
一點一滴	一diǎn一dī
一點	yīdiǎn
一點	一diǎn
一點兒	一diǎnr
一點紅	一diǎnhóng
一點點	一diǎndiǎn
一黨	一dǎng
一黨制	一dǎngzhì
一鼓	一gǔ
一齊	一qí
丁丁	dīngdīng
丁丁	dīngdīng
丁丁	Dīngdīng
丁丁	zhēngzhēng,dīngdīng
丁丑	dīngchǒu
丁亥	dīnghài
丁克	dīngkè
丁克族	dīngkèzú
丁冬	dīngdōng
丁加奴	Dīngjiānú
丁卯	dīngmǎo
丁壯	dīngzhuàng
丁字	dīngzì
丁字尺	dīngzìchǐ
丁字街	dīngzìjiē
丁字路口	dīngzì lùkǒu
丁憂	dīngyōu
丁烷	dīngwán
丁當	dīngdāng
丁酉	dīngyǒu
丁醇	dīngchún
丁零	dīnglíng
丁零	dīnglíng
丁香	dīngxiāng
丁點	dīngdiǎn
丂	kǎo
七	qī
七七八八	qīqībābā
七七八八	qīqībābā
七事	qīshì
七件子	qījiànzi
七十	qīshí
七十味珍珠丸	qīshíwèi zhēnzhū wán
七厘散	qīlí sǎn
七味榼滕子丸	qīwèi kèténgzǐ wán
七味葡萄散	qīwèi pútáo sǎn
七喜	Qīxǐ
七嘴八舌	qīzuǐbāshé
七國	Qīguó
七夕	Qī夕
七夕節	Qī夕jié
七姊妹星團	Qī Zǐmèi xīngtuán
七孔	qīkǒng
七宗罪	qī zōng zuì
七寶	qībǎo
七寶池	qībǎochí
七尾	Qīwěi
七巧板	qīqiǎobǎn
七年之癢	qīniánzhīyǎng
七彩	qīcǎi
七彩	qīcǎi
七律	qīlǜ
七情	qīqíng
七星	qīxīng
七星瓢蟲	qīxīng piáochóng
七曜	qīyào
七月	Qīyuè
七月份	Qīyuèfèn
七月流火	qīyuèliúhuǒ
七竅	qīqiào
七絕	qījué
七臺河	Qītáihé
七色	qīsè
七葉一枝花	qīyè一zhīhuā
七號電池	qīhào diànchí
七角形	qījiǎoxíng
七言詩	qīyánshī
七除八扣	qīchú-bākòu
七零八落	qīlíngbāluò
七音	qīyīn
七項全能	qīxiàng quánnéng
七點	qīdiǎn
万俟	Mòqí
丈	zhàng
丈人	zhàngrén
丈人	zhàngren
丈八蛇矛	Zhàng bā shémáo
丈八點鋼矛	Zhàng bā diǎngāng máo
丈席	zhàngxí
丈母	zhàngmǔ
丈母娘	zhàngmuniáng,zhàngmǔniáng
丈量	zhàngliáng
三K黨	sān-kèi-dǎng
三P	sānpī
三Q	sān kiù
三一頌	sānyīsòng
三七	sānqī
三七二十一	sān qī èrshí一
三七仔	sānqīzǐ
三七開	sānqīkāi
三七開定論	sānqīkāi dìnglùn
三	sān,sàn
三	sān
三下五除二	sān xià wǔ chú èr
三下五除二	sān xià wǔ chú èr
三不管	sān不guǎn
三五成群	sānwǔ-chéngqún
三井	Sānjǐng
三亞	Sān亞
三人性交	sānrén xìngjiāo
三人成虎	sānrénchénghǔ
三代	Sāndài
三令五申	sānlìngwǔshēn
三件頭	sānjiàntóu
三伏	sānfú
三伏天	sānfútiān
三位一體	sānwèi一tǐ
三佛齊	Sānfóqí
三個代表	sān ge dàibiǎo
三個臭皮匠，勝過諸葛亮	sān ge chòupíjiàng, shèngguò Zhū葛 Liàng
三停	sāntíng
三元	sānyuán
三元	sānyuán
三元音	sānyuányīn
三兄	sānxiōng
三八	sānbā
三八	sānbā
三八婦女節	Sān-Bā Fùnǚjié
三八線	Sānbāxiàn
三公	sāngōng
三六	sānliù
三分	sānfēn
三分	sānfēn
三分	sānfēn
三分損益	sānfēn sǔnyì
三分損益法	sānfēn sǔnyìfǎ
三北	Sānběi
三十	sānshí
三十六天罡	sānshíliù tiāngāng
三十年戰爭	Sānshínián Zhànzhēng
三十年河東，三十年河西	sān shí nián hé dōng, sān shí nián hé xī
三原	Sānyuán
三叉	sānchà
三叉戟	sānchājǐ
三叉神經	sānchā shénjīng,sānchà shénjīng
三叉神經痛	sānchà shénjīngtòng
三叉神經節	sānchà shénjīngjié
三及第	Sānjídì
三友	sānyǒu
三合土	sānhétǔ
三合會	sānhéhuì
三合板	sānhébǎn
三味治	sānwèizhì
三味線	sānwèixiàn
三味蒺藜散	sānwèi jíli sǎn
三唑侖	sānzuòlún
三國	Sānguó
三國殺	Sānguóshā
三國演義	Sānguó Yǎnyì
三國鼎立	sānguó dǐnglì
三圍	sānwéi
三壘	sānlěi
三大件	sāndàjiàn
三天打魚兩天曬網	sān tiān dǎ yú liǎng tiān shài wǎng
三套車	sāntàochē
三好	Sānhǎo
三妙丸	sānmiào wán
三姑六婆	sāngūliùpó
三子散	sānzǐ sǎn
三字經	sānzìjīng
三字經	sānzìjīng
三寶	sānbǎo
三寶壟	Sānbǎolǒng
三寶顏	Sānbǎoyán
三寸不爛之舌	sān cùn 不 làn zhī shé
三小	sānxiǎo
三尖刀	sānjiāndāo
三山	Sānshān
三岐	Sānqí
三島	Sāndǎo
三峽	Sān Xiá
三州府	Sānzhōufǔ
三巴	sānbā
三度	sāndù
三弦	sānxián
三徑	sānjìng
三心二意	sānxīn'èryì
三思	sānsī,sànsī
三思而後行	sānsī ér hòuxíng,sànsī ér hòuxíng
三思而行	sānsī'érxíng,sànsī'érxíng
三才	sāncái
三振	sānzhèn
三振	sānzhèn
三振出局	sānzhèn chūjú
三文治	sānwénzhì
三文魚	sānwényú
三斜	sānxié
三族	sānzú
三日不讀書，面目可憎	sān rì bù dúshū, miànmùkězēng
三明	sānmíng
三明	sānmíng
三明治	sānmíngzhì
三星	sānxīng
三星	sānxīng
三星堆	Sānxīngduī
三昧	sānmèi
三晉	Sānjìn
三更	sāngēng
三更燈火五更雞	sāngēng dēnghuǒ wǔgēng jī
三月	Sānyuè
三月不知肉味	sān yuè 不zhī ròu wèi
三月份	Sānyuèfèn
三木	sānmù,Sānmù
三木	sānmù,Sānmù
三板斧	sānbǎnfǔ
三條	sāntiáo
三條	Sāntiáo
三棱	sānléng
三棱髻	sānléngjì
三極管	sānjíguǎn
三次	Sāncì
三次方程	sān cì fāngchéng
三毛貓	sānmáomāo
三氯甲烷	sānlǜjiǎwán
三水	Sānshuǐ
三沙	Sānshā
三沙	Sānshā
三沙	Sānshā
三浦	Sānpǔ
三清山	Sānqīng Shān
三溫暖	sānwēnnuǎn
三澤	Sānzé
三無	sānwú
三焦	sānjiāo
三牲	sānshēng
三田	Sāntián
三界	sānjiè
三番五次	sānfānwǔcì
三疊	Sāndié
三疊紀	Sāndiéjì
三百	Sānbǎi
三百篇	Sānbǎipiān
三皇	Sānhuáng
三皇五帝	Sānhuáng Wǔdì
三相	sānxiàng
三相神	Sānxiàngshén
三磷酸腺苷	sān línsuān xiàngān
三磷酸腺苷酶	sānlínsuānxiàngānméi
三神	sānshén
三秦	Sānqín
三稜鏡	sānléngjìng
三笠	Sānlì
三節	sānjié
三級片	sānjípiàn,sānjípiān
三級跳	sānjítiào
三級跳	sānjítiào
三級跳遠	sānjítiàoyuǎn
三維	sānwéi
三綱	sāngāng
三緘其口	sānjiānqíkǒu
三聚氰胺	sānjùqíng胺
三胞胎	sānbāotāi
三腳架	sānjiǎojià
三腳貓	sānjiǎomāo
三色旗	sānsèqí
三英	sānyīng
三菩提	sānpútí
三菱	Sānlíng
三葉草	sānyècǎo
三葉蟲	sānyèchóng
三藏	sānzàng
三藏法師	Sānzàngfǎshī
三藐三菩提	sānmiǎo sānpútí
三藐	sānmiǎo
三藩	Sān藩
三藩	Sān藩
三號電池	sānhào diànchí
三觀	sānguān
三角	sānjiǎo
三角函數	sānjiǎo hánshù
三角學	sānjiǎoxué
三角巧克力	sānjiǎo qiǎokèlì
三角形	sānjiǎoxíng
三角戀	sānjiǎoliàn
三角法	sānjiǎofǎ
三角洲	sānjiǎozhōu
三角琴	sānjiǎoqín
三角褲	sānjiǎokù
三角鋼琴	sānjiǎo gāngqín
三角鐵	sānjiǎotiě
三讀	sāndú
三豐	Sānfēng
三貂角	Sāndiāojiǎo
三足烏	sānzúwū
三軍	sānjūn
三輔	sānfǔ
三輪車	sānlúnchē
三退	sāntuì
三通	sāntōng
三遷	sānqiān
三部曲	sānbùqǔ
三鄉	Sānxiāng
三重	sānchóng
三重	Sānchóng
三重	Sānchóng
三重奏	sānchóngzòu
三金片	sānjīn piàn
三鍵	sānjiàn
三長兩短	sānchángliǎngduǎn
三門	sānmén
三門峽	Sānménxiá
三陪小姐	sānpéixiǎojiě
三隻手	sānzhīshǒu
三鞭酒	sānbiānjiǔ
三韓	Sānhán
三頭肌	sāntóujī
三體船	sāntǐchuán
三高	sāngāo
三鷹	Sānyīng
三點	sāndiǎn
三點水	sāndiǎnshuǐ
上一號	shàngyīhào,shàngyíhào
上上	shàngshàng
上上下下	shàngshàngxiàxià
上上大吉	shàngshàngdàjí
上下	shàngxià
上下	shàngxià
上下	shàngxià
上下其手	shàngxiàqíshǒu
上下床	shàngxiàchuáng
上下文	shàngxiàwén
上不去	shàng不qù
上不著天，下不著地	shàng不zháotiān, xià不zháodì
上世	shàngshì
上丘	shàngqiū
上中農	shàngzhōngnóng
上主	Shàngzhǔ
上乘	shàng乘
上乘	shàng乘
上交	shàngjiāo
上交	shàngjiāo
上交大	Shàngjiāodà
上京	shàngjīng
上京	shàngjīng
上京	shàngjīng
上人	shàngren
上人	shàngrén
上人	shàngrén
上人	shàngrén
上代	shàngdài
上任	shàngrèn
上任	shàngrèn
上任	shàngrèn
上伏塔	Shàng Fútǎ
上位	shàngwèi
上位	shàngwèi
上低音號	shàngdīyīnhào
上來	shànglái
上供	shànggòng
上供	shànggòng
上個星期	shàng ge xīng期
上個月	shànggèyuè
上傳	shàngchuán
上僂	shàng僂
上像	shàngxiàng
上元	Shàngyuán
上元節	Shàngyuánjié
上光	shàngguāng
上光機	shàngguāngjī
上光蠟	shàngguānglà
上凍	shàngdòng
上分	shàngfen
上刑	shàngxíng
上刑	shàngxíng
上列	shàngliè
上則	shàngzé
上前	shàngqián
上勁	shàngjìn,shàngjìng
上升	shàngshēng
上升角	shàngshēngjiǎo
上午	shàngwǔ
上半	shàngbàn
上半場	shàngbàn場
上半夜	shàngbànyè
上半天	shàngbàntiān
上半天兒	shàngbàntiānr
上半年	shàngbànnián
上半截	shàngbànjié
上半晌	shàngbànshǎng
上半晌兒	shàngbànshǎngr
上半月	shàngbànyuè
上半身	shàngbànshēn
上去	shàngqù
上口	shàngkǒu
上口	shàngkǒu
上口齒	shàngkǒuchǐ
上古	shànggǔ
上古史	shànggǔshǐ
上古漢語	shànggǔ hànyǔ
上司	shàngsī
上吊	shàngdiào
上吐下瀉	shàngtùxiàxiè
上告	shànggào
上味	shàngwèi
上呼吸道	shànghūxīdào
上命	shàngmìng
上品	shàngpǐn
上回	shànghuí
上圈套	shàngquāntào
上坐	shàngzuò
上坡	shàngpō
上坡	shàngpō
上坡路	shàngpōlù
上城	Shàngchéng
上堂	shàngtáng
上報	shàngbào
上場	shàng場
上場門	shàng場mén
上墳	shàngfén
上壓力	shàngyālì
上壘	shànglěi
上士	shàngshì
上壽	shàngshòu
上壽	shàngshòu
上夜	shàngyè
上大	Shàngdà
上大號	shàng dàhào
上天	shàngtiān
上天	shàngtiān
上天下地	shàngtiānxiàdì
上天無路，入地無門	shàngtiānwúlù, rùdìwúmén
上天草	Shàngtiāncǎo
上奏	shàngzòu
上套	shàngtào
上好	shànghǎo
上好	shànghǎo
上妝	shàngzhuāng
上學	shàngxué
上官	shàngguān
上官	Shàngguān
上客	shàngkè
上家	shàngjiā
上將	shàngjiàng
上尉	shàngwèi
上小號	shàng xiǎohào
上尾	Shàngwěi
上尾	Shàngwěi
上屆	shàngjiè
上屋	shàngwū
上層	shàngcéng
上層建築	shàngcéng jiàn築
上層社會	shàngcéng shèhuì
上層路線	shàngcéng lùxiàn
上山	shàngshān
上山	shàngshān
上山下鄉	shàngshānxiàxiāng
上岸	shàng'àn
上峰	shàngfēng
上崗	shànggǎng
上工	shànggōng
上巳	Shàngsì
上巳節	Shàngsìjié
上市	shàngshì
上市公司	shàngshì gōngsī
上帝	Shàngdì
上帝	Shàngdì
上帝羔羊	Shàngdì Gāoyáng
上帳	shàngzhàng
上幣	shàngbì
上年	shàngnián
上年紀	shàng niánjì
上床	shàngchuáng
上庠	shàngxiáng
上座	shàngzuò
上座	shàngzuò
上座兒	shàngzuòr
上座部	Shàngzuòbù
上座部佛教	Shàngzuòbù Fójiào
上廁所	shàng cèsuǒ
上弦	shàngxián
上弦	shàngxián
上彩	shàngcǎi
上德	shàngdé
上心	shàngxīn
上心	shàngxīn
上情	shàngqíng
上愚	shàngyú
上戶	shànghù
上房	shàngfáng
上房揭瓦	shàngfángjiēwǎ
上手	shàngshǒu
上手	shàngshǒu
上手	shàngshǒu
上捐	shàngjuān
上揚	shàngyáng
上操	shàngcāo
上文	shàngwén
上新世	Shàngxīnshì
上方	shàngfāng
上方寶劍	shàngfāng bǎojiàn
上方空間	shàngfāng kōngjiān
上旋	shàngxuán
上日	shàngrì
上旬	shàngxún
上星期	shàngxīng期
上映	shàngyìng
上晝	shàngzhòu
上智	shàngzhì
上書	shàngshū
上會	shànghuì
上月	shàngyuè
上有天堂，下有蘇杭	shàng yǒu tiāntáng, xià yǒu Sūháng
上朝	shàngcháo
上架	shàngjià
上校	shàngxiào
上桌	shàngzhuō
上梓	shàngzǐ
上榜	shàngbǎng
上樑	shàngliáng
上樑	shàngliáng
上樑不正下樑歪	shàngliáng 不zhèng xiàliáng wāi
上樓	shànglóu
上標	shàngbiāo
上機	shàngjī
上檔次	shàng 檔cì
上次	shàngcì
上次	shàngcì
上款	shàngkuǎn
上歲數	shàngsuìshu
上氣	shàngqì
上氣	shàngqì
上氣	shàngqì
